duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
165,icmp,domain_u,REJ,40628,56996,0,2,3,20,2,1,4,0,1,15,4,2,4,0,0,1,42,67,0.117,0.033,0.883,0.735,0.712,0.049,0.947,3,173,0.725,0.806,0.636,0.885,0.135,0.424,0.938,0.377
339,udp,ftp_data,RSTR,47376,59455,0,1,0,3,2,1,1,0,1,9,8,0,0,0,0,1,151,113,0.09,0.016,0.296,0.514,0.899,0.016,0.592,68,72,0.136,0.893,0.269,0.141,0.89,0.969,0.511,0.694
268,icmp,smtp,S0,33921,32951,1,2,3,18,1,1,15,0,0,12,3,2,2,0,0,0,494,78,0.08,0.485,0.65,0.482,0.213,0.328,0.748,64,115,0.073,0.784,0.782,0.553,0.087,0.286,0.208,0.804
275,udp,smtp,SF,5962,19256,0,1,0,4,4,1,15,1,0,13,0,2,0,0,0,1,81,3,0.059,0.116,0.196,0.948,0.999,0.131,0.06,175,24,0.397,0.897,0.576,0.8,0.583,0.575,0.728,0.788
7,udp,private,S0,35664,50878,1,1,0,20,1,0,14,0,1,2,6,2,1,0,0,1,392,474,0.961,0.925,0.468,0.429,0.087,0.283,0.256,80,167,0.63,0.796,0.697,0.36,0.686,0.4,0.121,0.473
446,udp,ftp_data,RSTR,33000,42654,0,3,3,1,2,0,4,1,0,11,6,0,0,0,0,1,8,291,0.721,0.434,0.966,0.451,0.68,0.513,0.293,37,74,0.169,0.794,0.35,0.222,0.509,0.422,0.727,0.637
279,udp,private,SF,7577,41304,1,3,3,11,4,1,18,1,0,18,4,1,1,0,0,1,104,433,0.217,0.966,0.09,0.616,0.116,0.596,0.889,154,139,0.628,0.789,0.541,0.136,0.966,0.369,0.805,0.806
120,tcp,smtp,S0,8257,59847,0,3,2,3,3,0,2,1,1,4,0,0,0,0,0,1,318,347,0.821,0.114,0.143,0.058,0.891,0.498,0.689,233,51,0.526,0.715,0.054,0.898,0.571,0.58,0.705,0.227
24,tcp,smtp,REJ,38675,2824,1,0,3,2,2,0,13,0,1,10,4,0,2,0,0,1,38,453,0.753,0.404,0.144,0.261,0.796,0.284,0.629,99,95,0.099,0.641,0.25,0.934,0.037,0.356,0.027,0.253
438,udp,smtp,S1,51199,44894,0,2,2,7,4,0,2,1,0,15,4,2,1,0,0,1,382,301,0.071,0.092,0.558,0.421,0.129,0.916,0.712,97,61,0.017,0.294,0.391,0.632,0.625,0.314,0.235,0.256
481,udp,ftp_data,S0,50103,44559,0,1,3,16,3,0,5,1,0,1,3,1,1,0,0,1,277,201,0.085,0.593,0.579,0.646,0.862,0.44,0.353,160,243,0.543,0.432,0.397,0.721,0.501,0.719,0.366,0.882
99,icmp,domain_u,SF,57439,13309,1,1,3,30,3,1,11,1,1,6,9,1,0,0,0,0,103,402,0.099,0.26,0.603,0.709,0.744,0.627,0.271,74,10,0.24,0.643,0.667,0.277,0.566,0.232,0.197,0.349
3,icmp,eco_i,REJ,45044,14682,1,3,3,13,2,1,0,0,0,12,6,1,2,0,0,0,401,273,0.971,0.275,0.32,0.886,0.635,0.723,0.329,87,247,0.277,0.912,0.335,0.054,0.121,0.677,0.869,0.076
39,icmp,private,S0,36071,22744,0,3,0,7,0,1,9,0,1,5,10,2,1,0,0,0,335,414,0.876,0.921,0.723,0.045,0.945,0.572,0.521,60,158,0.126,0.208,0.969,0.012,0.937,0.554,0.395,0.534
146,icmp,http,S0,38135,32787,1,1,0,20,3,0,11,1,1,13,1,1,0,0,0,0,410,231,0.221,0.826,0.162,0.234,0.711,0.874,0.357,31,5,0.76,0.545,0.832,0.756,0.87,0.355,0.184,0.882
131,icmp,http,S1,29742,36321,1,1,3,21,5,0,13,1,0,16,5,2,0,0,0,1,209,135,0.613,0.586,0.492,0.696,0.765,0.218,0.853,247,16,0.16,0.896,0.008,0.777,0.918,0.25,0.909,0.712
52,udp,smtp,SF,26331,33178,1,3,1,1,2,1,8,1,1,6,1,2,1,0,0,0,233,410,0.114,0.089,0.145,0.278,0.608,0.003,0.614,11,181,0.984,0.275,0.161,0.063,0.39,0.572,0.103,0.899
348,icmp,http,SF,38366,48469,1,3,3,20,0,1,10,0,1,19,10,0,4,0,0,1,68,400,0.564,0.084,0.994,0.315,0.596,0.207,0.616,220,11,0.124,0.91,0.809,0.873,0.795,0.069,0.508,0.812
447,udp,private,S0,32347,14443,1,1,0,24,1,1,9,1,1,6,7,1,2,0,0,1,302,301,0.879,0.811,0.573,0.363,0.849,0.351,0.592,88,153,0.437,0.065,0.264,0.802,0.305,0.941,0.967,0.598
283,tcp,ftp_data,REJ,22520,25191,1,2,3,0,1,1,14,1,0,10,6,2,2,0,0,1,71,318,0.069,0.037,0.714,0.825,0.722,0.064,0.777,202,139,0.943,0.66,0.296,0.843,0.086,0.396,0.126,0.53
167,tcp,http,S0,26715,9124,1,0,1,11,4,1,8,1,0,15,2,1,4,0,0,1,216,479,0.074,0.109,0.292,0.342,0.784,0.094,0.776,83,6,0.436,0.829,0.394,0.116,0.236,0.607,0.129,0.184
34,udp,private,S0,34031,31619,0,0,1,18,3,0,7,1,1,12,4,0,0,0,0,1,437,470,0.905,0.893,0.548,0.009,0.23,0.56,0.302,191,239,0.572,0.572,0.118,0.431,0.086,0.936,0.148,0.839
43,tcp,eco_i,RSTR,35046,22832,0,3,0,18,2,1,3,1,0,9,7,2,2,0,0,1,127,155,0.228,0.094,0.235,0.016,0.773,0.552,0.39,247,216,0.114,0.457,0.349,0.903,0.242,0.583,0.655,0.304
301,tcp,eco_i,REJ,44867,53142,0,3,2,5,4,1,15,1,1,10,5,2,2,0,0,1,61,121,0.249,0.11,0.467,0.686,0.837,0.751,0.325,95,122,0.926,0.38,0.009,0.336,0.464,0.209,0.658,0.429
459,icmp,eco_i,RSTR,25277,38121,0,1,3,21,5,0,17,0,0,20,2,2,4,0,0,0,448,82,0.956,0.792,0.707,0.995,0.882,0.518,0.948,78,11,0.374,0.899,0.93,0.677,0.051,0.654,0.996,0.952
231,udp,ftp_data,S1,17522,49580,1,2,2,16,0,0,8,1,0,14,9,0,0,0,0,1,322,191,0.369,0.682,0.262,0.978,0.454,0.633,0.779,1,108,0.525,0.282,0.797,0.326,0.699,0.207,0.628,0.494
96,udp,ftp_data,REJ,56268,33171,1,1,0,13,3,0,11,0,0,3,0,0,4,0,0,1,128,406,0.785,0.734,0.578,0.374,0.46,0.287,0.531,165,220,0.522,0.811,0.898,0.321,0.618,0.238,0.933,0.92
177,tcp,private,S0,41916,28932,0,1,1,24,2,0,16,0,1,6,3,1,4,0,0,1,65,258,0.489,0.702,0.17,0.715,0.653,0.777,0.686,38,243,0.198,0.762,0.197,0.105,0.382,0.483,0.99,0.753
137,icmp,http,RSTR,50930,20834,1,0,2,7,4,1,3,1,1,13,3,2,3,0,0,0,313,13,0.023,0.144,0.837,0.167,0.698,0.09,0.405,130,198,0.995,0.178,0.381,0.729,0.784,0.325,0.674,0.402
381,icmp,private,S0,24309,34320,1,0,3,2,4,0,11,0,0,4,5,0,4,0,0,0,366,309,0.896,0.961,0.56,0.844,0.922,0.103,0.036,210,67,0.904,0.791,0.24,0.967,0.353,0.22,0.9,0.27
144,tcp,ftp_data,REJ,51053,54120,1,3,1,28,5,0,11,1,0,20,7,0,2,0,0,0,276,177,0.6,0.072,0.991,0.66,0.571,0.305,0.64,173,138,0.931,0.142,0.021,0.202,0.609,0.887,0.553,0.821
70,icmp,private,REJ,15453,58331,1,1,3,24,5,0,8,0,0,20,3,1,1,0,0,0,427,469,0.18,0.043,0.669,0.093,0.122,0.964,0.987,151,222,0.591,0.364,0.656,0.843,0.361,0.171,0.979,0.062
35,icmp,eco_i,REJ,25099,33255,1,1,0,12,1,0,6,0,0,11,10,1,3,0,0,1,410,163,0.37,0.638,0.11,0.369,0.983,0.453,0.832,143,90,0.315,0.002,0.391,0.438,0.401,0.62,0.617,0.79
349,tcp,smtp,SF,13423,34671,0,1,1,17,3,1,17,1,0,13,5,0,2,0,0,0,155,308,0.541,0.167,0.155,0.536,0.078,0.713,0.121,182,183,0.79,0.03,0.768,0.998,0.471,0.922,0.207,0.807
200,udp,private,S0,38659,15630,0,1,1,25,4,0,14,1,0,5,10,0,2,0,0,1,503,313,0.803,0.871,0.21,0.186,0.378,0.491,0.302,97,249,0.501,0.727,0.278,0.344,0.585,0.927,0.548,0.563
362,udp,private,S0,29710,15487,0,1,1,10,2,0,14,0,1,4,3,2,1,0,0,1,344,344,0.894,0.999,0.847,0.071,0.779,0.816,0.641,225,229,0.576,0.131,0.276,0.245,0.657,0.939,0.563,0.078
162,tcp,eco_i,REJ,13654,46599,1,0,2,16,1,1,12,0,1,11,0,2,3,0,0,1,331,482,0.035,0.138,0.705,0.543,0.77,0.17,0.249,125,57,0.139,0.763,0.477,0.064,0.131,0.428,0.614,0.525
53,udp,eco_i,S0,32505,46492,0,1,2,26,3,1,14,1,0,14,1,1,4,0,0,0,353,241,0.197,0.467,0.711,0.154,0.788,0.236,0.607,31,178,0.201,0.283,0.075,0.074,0.823,0.158,0.766,0.124
415,tcp,domain_u,REJ,7925,21362,0,3,3,30,0,0,15,0,1,16,10,1,2,0,0,1,348,275,0.871,0.74,0.711,0.961,0.005,0.767,0.921,227,216,0.082,0.144,0.743,0.928,0.553,0.039,0.106,0.226
383,udp,ftp_data,RSTR,50661,59845,0,2,1,12,3,0,6,0,0,4,5,1,0,0,0,1,102,418,0.658,0.426,0.919,0.169,0.958,0.323,0.592,106,120,0.15,0.812,0.931,0.584,0.338,0.919,0.739,0.84
35,tcp,smtp,SF,15136,4147,1,2,0,8,4,0,12,0,1,2,4,0,0,0,0,1,433,128,0.272,0.225,0.601,0.773,0.924,0.649,0.961,216,34,0.533,0.982,0.941,0.615,0.552,0.623,0.66,0.824
29,tcp,ftp_data,SF,25,52249,0,1,1,29,1,0,10,0,1,15,2,0,1,0,0,0,426,157,0.044,0.133,0.835,0.077,0.933,0.507,0.843,201,73,0.851,0.659,0.387,0.325,0.523,0.734,0.486,0.37
58,tcp,ftp_data,RSTR,53967,21611,0,0,1,22,5,0,11,0,0,10,5,2,2,0,0,1,280,123,0.224,0.823,0.16,0.808,0.268,0.376,0.704,118,92,0.153,0.738,0.685,0.825,0.622,0.21,0.535,0.122
221,tcp,ftp_data,SF,30783,35842,1,0,0,16,0,1,11,0,0,0,8,0,2,0,0,1,483,106,0.399,0.337,0.619,0.033,0.465,0.938,0.704,64,134,0.729,0.912,0.43,0.232,0.235,0.977,0.975,0.93
489,icmp,ftp_data,S1,17330,55380,1,1,1,15,3,1,12,0,1,13,3,1,0,0,0,0,358,3,0.389,0.127,0.305,0.946,0.674,0.325,0.09,88,186,0.825,0.635,0.978,0.049,0.738,0.406,0.451,0.725
250,udp,eco_i,S1,58045,46716,0,1,0,11,1,1,5,0,1,2,9,2,3,0,0,0,334,146,0.094,0.101,0.852,0.141,0.606,0.194,0.675,143,72,0.246,0.35,0.753,0.739,0.117,0.99,0.425,0.922
234,icmp,smtp,RSTR,38723,14102,0,0,1,12,5,0,1,1,0,7,6,1,4,0,0,1,417,423,0.637,0.7,0.541,0.68,0.402,0.137,0.042,129,174,0.161,0.84,0.82,0.85,0.558,0.35,0.454,0.287
224,udp,private,RSTR,12215,57265,0,1,2,24,5,1,11,0,1,0,0,0,0,0,0,1,64,413,0.1,0.088,0.926,0.015,0.949,0.075,0.735,81,68,0.042,0.49,0.85,0.794,0.103,0.195,0.117,0.297
275,tcp,domain_u,REJ,10144,59555,1,3,0,16,1,0,11,1,1,16,2,0,2,0,0,0,425,258,0.299,0.659,0.951,0.723,0.324,0.304,0.406,157,98,0.72,0.808,0.094,0.693,0.735,0.008,0.929,0.236
464,icmp,private,S0,33442,53843,0,1,3,21,4,0,14,1,0,0,7,1,2,0,0,0,486,386,0.823,0.851,0.691,0.986,0.6,0.643,0.504,206,36,0.553,0.693,0.026,0.759,0.95,0.165,0.458,0.872
411,udp,http,REJ,15346,913,0,0,1,24,0,1,9,1,0,4,10,1,2,0,0,0,367,160,0.146,0.144,0.955,0.928,0.614,0.072,0.38,126,217,0.091,0.416,0.427,0.717,0.439,0.401,0.42,0.025
483,udp,eco_i,S1,43153,14898,0,2,3,16,0,1,13,1,1,9,1,2,3,0,0,0,254,246,0.161,0.142,0.764,0.972,0.862,0.56,0.698,238,63,0.004,0.944,0.845,0.154,0.598,0.735,0.566,0.282
327,udp,http,RSTR,35262,11964,0,0,1,12,0,0,20,0,0,20,7,0,1,0,0,1,321,252,0.802,0.297,0.257,0.745,0.006,0.137,0.149,34,38,0.436,0.359,0.341,0.964,0.116,0.38,0.961,0.847
277,icmp,private,S0,56929,8242,1,3,0,11,1,1,11,0,0,6,10,2,3,0,0,0,389,357,0.897,0.837,0.741,0.738,0.675,0.253,0.823,81,47,0.252,0.135,0.833,0.528,0.172,0.621,0.506,0.203
138,icmp,private,S0,22785,22640,1,0,2,22,0,0,5,0,0,0,8,0,3,0,0,1,384,489,0.828,0.908,0.415,0.714,0.848,0.525,0.993,180,196,0.83,0.91,0.969,0.458,0.401,0.317,0.466,0.576
267,tcp,http,SF,35144,24692,0,3,1,12,4,1,18,0,0,9,2,2,2,0,0,0,286,363,0.263,0.621,0.531,0.778,0.47,0.688,0.665,208,222,0.47,0.665,0.07,0.986,0.461,0.0,0.294,0.868
74,tcp,ftp_data,SF,50807,42053,0,0,0,5,3,0,10,1,1,14,0,0,1,0,0,1,11,8,0.166,0.89,0.497,0.51,0.978,0.391,0.132,242,139,0.884,0.624,0.876,0.188,0.393,0.51,0.537,0.605
48,tcp,ftp_data,S0,23705,49468,1,2,0,7,3,0,12,1,1,11,2,1,3,0,0,1,51,397,0.042,0.838,0.617,0.845,0.778,0.006,0.164,37,7,0.633,0.184,0.676,0.333,0.322,0.475,0.9,0.7
362,icmp,private,S0,36876,42025,1,3,1,13,4,1,14,0,0,12,7,1,1,0,0,1,359,403,0.83,0.828,0.599,0.157,0.251,0.769,0.411,78,38,0.543,0.503,0.164,0.964,0.541,0.967,0.481,0.728
46,icmp,eco_i,S1,18382,4253,1,1,3,21,1,0,15,1,1,6,3,0,2,0,0,0,228,1,0.994,0.041,0.486,0.035,0.016,0.717,0.718,150,94,0.135,0.124,0.519,0.535,0.477,0.054,0.581,0.644
349,udp,private,S0,47907,9621,1,0,3,13,0,0,13,1,0,5,7,0,1,0,0,0,364,463,0.889,0.897,0.907,0.256,0.022,0.438,0.624,209,44,0.951,0.021,0.578,0.931,0.568,0.289,0.21,0.824
239,tcp,smtp,S1,13297,42739,1,2,3,1,5,0,6,0,1,7,6,0,1,0,0,1,443,53,0.284,0.303,0.253,0.204,0.572,0.637,0.165,18,42,0.633,0.521,0.244,0.218,0.462,0.89,0.045,0.626
269,tcp,private,S0,16623,47431,0,1,1,2,3,0,3,0,1,2,0,0,1,0,0,0,114,335,0.353,0.705,0.552,0.537,0.468,0.998,0.568,191,161,0.644,0.777,0.037,0.208,0.922,0.14,0.639,0.974
480,tcp,smtp,RSTR,50783,28675,0,1,1,13,3,0,7,0,0,3,10,2,0,0,0,1,153,51,0.052,0.022,0.17,0.572,0.185,0.953,0.542,206,131,0.455,0.021,0.498,0.173,0.481,0.021,0.129,0.488
376,udp,http,S0,46372,54750,0,0,3,13,1,1,11,1,1,15,9,1,3,0,0,1,392,57,0.035,0.06,0.105,0.776,0.969,0.185,0.051,176,133,0.492,0.783,0.157,0.53,0.648,0.574,0.099,0.354
58,udp,http,RSTR,24002,2532,0,1,0,10,3,1,2,0,1,1,1,2,1,0,0,1,509,427,0.13,0.037,0.136,0.597,0.805,0.151,0.311,177,39,0.73,0.716,0.465,0.14,0.488,0.324,0.131,0.973
392,icmp,ftp_data,RSTR,33189,38994,0,3,2,21,2,1,13,1,1,7,4,2,3,0,0,1,291,129,0.111,0.041,0.731,0.419,0.807,0.025,0.293,203,117,0.474,0.236,0.175,0.229,0.141,0.189,0.184,0.818
313,icmp,ftp_data,RSTR,9213,24824,1,1,3,20,4,0,7,0,0,7,2,2,4,0,0,1,478,465,0.254,0.292,0.338,0.098,0.327,0.125,0.603,147,196,0.151,0.177,0.616,0.392,0.778,0.256,0.26,0.399
318,udp,private,S1,51231,39063,1,2,3,0,4,1,15,0,0,14,4,2,0,0,0,0,361,168,0.001,0.033,0.786,0.883,0.955,0.029,0.139,24,224,0.805,0.763,0.073,0.363,0.897,0.787,0.695,0.224
71,tcp,private,REJ,47378,1931,1,1,3,7,4,1,13,1,1,8,8,0,3,0,0,0,4,471,0.043,0.34,0.34,0.51,0.51,0.659,0.555,106,255,0.605,0.565,0.142,0.717,0.09,0.779,0.683,0.323
478,udp,ftp_data,RSTR,47827,16812,0,0,0,13,1,0,4,0,1,11,1,2,1,0,0,1,425,121,0.115,0.996,0.757,0.027,0.505,0.888,0.75,201,200,0.654,0.849,0.623,0.053,0.797,0.005,0.248,0.474
419,icmp,private,S0,10701,27858,0,0,0,0,1,0,1,0,0,15,7,1,4,0,0,0,346,505,0.805,0.859,0.953,0.747,0.522,0.815,0.343,241,158,0.377,0.287,0.266,0.504,0.45,0.492,0.561,0.604
356,tcp,http,REJ,31876,3836,1,1,1,12,3,0,19,0,0,10,2,2,0,0,0,1,373,67,0.006,0.829,0.084,0.89,0.928,0.384,0.651,210,218,0.949,0.221,0.962,0.251,0.441,0.405,0.625,0.209
140,icmp,ftp_data,SF,27090,22403,0,1,0,21,3,0,6,1,0,8,0,1,4,0,0,1,316,218,0.87,0.932,0.512,0.233,0.039,0.811,0.543,83,168,0.455,0.582,0.36,0.442,0.222,0.881,0.284,0.407
128,udp,private,S0,18788,20097,1,2,1,15,0,0,6,0,0,15,9,0,2,0,0,1,357,412,0.881,0.834,0.991,0.755,0.547,0.294,0.113,18,110,0.071,0.838,0.198,0.358,0.873,0.032,0.073,0.458
10,tcp,private,S0,22553,25281,1,3,2,21,1,0,7,1,1,10,3,1,4,0,0,0,508,497,0.974,0.937,0.736,0.064,0.715,0.301,0.994,27,192,0.539,0.362,0.99,0.792,0.916,0.766,0.713,0.14
16,tcp,ftp_data,S0,28174,20263,0,1,0,15,2,0,9,0,1,10,10,2,3,0,0,1,351,264,0.525,0.428,0.708,0.298,0.767,0.363,0.703,95,158,0.925,0.097,0.475,0.606,0.429,0.725,0.899,0.193
431,udp,eco_i,RSTR,18674,32883,0,1,0,20,5,1,11,1,0,0,8,2,1,0,0,0,74,249,0.06,0.011,0.125,0.773,0.631,0.098,0.292,164,166,0.996,0.267,0.218,0.069,0.482,0.299,0.834,0.221
387,tcp,ftp_data,SF,55678,30570,0,3,0,19,4,0,9,0,1,9,1,2,2,0,0,1,283,500,0.748,0.901,0.508,0.078,0.31,0.095,0.058,27,33,0.359,0.286,0.078,0.556,0.313,0.289,0.605,0.747
241,icmp,private,S0,53111,43256,0,1,2,9,2,0,10,0,1,12,6,0,3,0,0,0,346,472,0.971,0.887,0.504,0.266,0.908,0.727,0.014,239,111,0.035,0.137,0.127,0.06,0.399,0.531,0.995,0.109
421,udp,private,RSTR,1991,43802,1,0,3,6,0,0,5,0,1,0,8,0,0,0,0,0,417,315,0.031,0.07,0.583,0.557,0.307,0.891,0.642,99,51,0.716,0.534,0.176,0.609,0.512,0.99,0.064,0.409
16,icmp,ftp_data,S0,56400,50630,0,2,3,7,5,0,1,1,0,12,8,2,3,0,0,1,23,61,0.447,0.575,0.194,0.715,0.746,0.921,0.977,112,183,0.72,0.055,0.113,0.282,0.322,0.243,0.442,0.709
488,udp,ftp_data,REJ,46410,19239,1,0,1,7,4,0,2,0,0,9,10,0,3,0,0,1,498,171,0.342,0.017,0.24,0.903,0.468,0.744,0.439,181,233,0.987,0.573,0.593,0.379,0.747,0.555,0.345,0.847
300,udp,domain_u,S1,50236,19112,1,3,3,17,5,1,16,1,0,9,8,0,3,0,0,0,245,440,0.158,0.438,0.082,0.593,0.364,0.453,0.302,84,87,0.574,0.014,0.143,0.272,0.207,0.173,0.886,0.219
143,udp,private,S0,58786,48797,1,2,2,3,1,1,8,1,0,3,6,2,0,0,0,0,377,492,0.888,0.854,0.061,0.404,0.669,0.974,0.246,32,209,0.367,0.517,0.632,0.118,0.317,0.558,0.542,0.955
389,tcp,private,RSTR,40174,58925,1,2,3,1,4,1,1,1,1,15,9,0,3,0,0,0,103,4,0.546,0.298,0.646,0.571,0.472,0.984,0.794,163,87,0.951,0.57,0.956,0.899,0.724,0.738,0.399,0.68
377,udp,eco_i,S1,43365,59735,0,1,2,9,5,1,4,0,1,12,5,1,3,0,0,1,395,340,0.58,0.903,0.29,0.455,0.529,0.794,0.495,61,170,0.375,0.473,0.929,0.941,0.678,0.41,0.537,0.48
112,udp,private,S0,18813,6115,0,2,3,11,2,0,9,1,0,1,4,0,3,0,0,1,442,482,0.801,0.819,0.743,0.41,0.966,0.091,0.546,55,150,0.795,0.678,0.757,0.49,0.482,0.371,0.379,0.188
469,icmp,private,SF,41579,6816,1,2,2,8,5,0,3,1,0,1,2,0,4,0,0,0,472,359,0.273,0.692,0.468,0.753,0.379,0.987,0.503,194,115,0.59,0.768,0.458,0.342,0.784,0.064,0.559,0.058
345,udp,ftp_data,RSTR,51667,22598,1,2,3,15,3,0,5,1,0,4,4,2,0,0,0,1,87,441,0.722,0.118,0.385,0.644,0.689,0.283,0.222,95,116,0.797,0.751,0.44,0.273,0.401,0.504,0.913,0.098
129,tcp,private,REJ,29362,17419,1,2,0,6,5,1,9,0,0,0,10,0,4,0,0,1,128,440,0.026,0.043,0.034,0.939,0.999,0.071,0.891,90,230,0.859,0.486,0.93,0.885,0.594,0.741,0.399,0.039
299,udp,ftp_data,SF,45310,1162,0,3,2,6,1,1,6,1,1,4,2,0,0,0,0,0,384,275,0.045,0.123,0.891,0.225,0.746,0.058,0.179,25,214,0.566,0.151,0.087,0.808,0.016,0.85,0.641,0.078
266,udp,smtp,S0,18266,34876,1,0,0,13,4,1,4,0,1,12,9,2,2,0,0,0,314,290,0.054,0.028,0.542,0.995,0.871,0.105,0.26,172,94,0.395,0.748,0.967,0.794,0.308,0.421,0.166,0.09
137,udp,eco_i,SF,50058,46201,0,1,0,11,3,0,3,0,0,5,5,2,2,0,0,0,43,444,0.039,0.289,0.504,0.817,0.807,0.799,0.535,37,20,0.674,0.176,0.982,0.016,0.489,0.99,0.981,0.593
179,icmp,private,S0,10794,25572,0,0,2,19,2,0,7,1,1,6,2,2,3,0,0,1,322,447,0.812,0.865,0.374,0.052,0.219,0.662,0.654,254,190,0.137,0.226,0.364,0.543,0.718,0.947,0.702,0.794
200,icmp,private,S0,31553,29944,0,2,3,9,2,1,6,0,1,12,3,1,3,0,0,0,357,415,0.879,0.945,0.775,0.26,0.578,0.282,0.642,173,236,0.889,0.386,0.722,0.968,0.652,0.787,0.835,0.087
367,icmp,private,S0,17197,38316,0,2,2,3,0,0,6,0,1,7,2,2,0,0,0,1,414,491,0.898,0.876,0.69,0.606,0.797,0.491,0.477,242,161,0.188,0.342,0.339,0.447,0.379,0.631,0.139,0.264
77,udp,ftp_data,S0,36724,19666,1,3,1,24,4,0,12,0,0,11,4,2,0,0,0,1,444,413,0.618,0.673,0.348,0.693,0.674,0.927,0.431,83,99,0.804,0.951,0.289,0.169,0.803,0.233,0.239,0.056
362,tcp,smtp,S1,55122,13516,1,0,2,17,2,1,12,0,0,12,3,0,1,0,0,1,113,365,0.604,0.888,0.59,0.544,0.323,0.709,0.075,177,254,0.395,0.261,0.042,0.935,0.117,0.872,0.027,0.641
221,tcp,ftp_data,REJ,7764,40321,1,3,1,8,2,0,13,0,0,3,0,1,1,0,0,0,247,435,0.085,0.668,0.446,0.3,0.957,0.691,0.383,216,69,0.632,0.761,0.766,0.824,0.431,0.517,0.439,0.288
30,icmp,smtp,SF,53886,17500,0,1,3,8,2,0,6,1,0,9,0,0,4,0,0,1,102,36,0.708,0.631,0.957,0.46,0.254,0.284,0.251,178,214,0.399,0.792,0.901,0.226,0.146,0.369,0.978,0.304
141,icmp,eco_i,SF,54627,26001,1,0,2,10,2,0,8,0,1,9,9,1,0,0,0,0,111,378,0.786,0.683,0.434,0.61,0.439,0.805,0.392,101,251,0.538,0.724,0.353,0.919,0.713,0.344,0.193,0.786
492,udp,private,S0,19631,16004,1,1,2,12,2,0,3,1,0,15,0,1,2,0,0,1,502,370,0.956,0.805,0.645,0.926,0.091,0.324,0.178,9,110,0.768,0.569,0.198,0.636,0.089,0.066,0.415,0.426
465,tcp,private,S0,33072,42616,0,2,3,8,2,1,7,0,0,1,0,1,0,0,0,0,452,371,0.908,0.883,0.219,0.309,0.684,0.845,0.985,121,219,0.128,0.15,0.968,0.015,0.086,0.464,0.081,0.345
1,udp,http,REJ,40251,25302,1,2,0,30,2,0,10,1,0,6,10,2,1,0,0,1,188,276,0.799,0.994,0.127,0.99,0.375,0.587,0.421,103,185,0.911,0.751,0.754,0.619,0.809,0.483,0.673,0.614
244,udp,smtp,S0,2336,10306,0,3,0,12,3,0,7,0,0,10,5,0,1,0,0,1,157,141,0.967,0.131,0.813,0.247,0.033,0.174,0.896,154,221,0.332,0.101,0.687,0.19,0.741,0.318,0.636,0.004
109,tcp,smtp,RSTR,8090,48101,1,3,0,11,4,1,13,1,0,0,0,0,1,0,0,0,256,104,0.105,0.081,0.535,0.012,0.814,0.135,0.049,24,46,0.895,0.547,0.793,0.706,0.183,0.384,0.224,0.546
117,udp,private,S0,57943,32464,0,0,3,3,4,0,13,0,0,2,1,1,3,0,0,1,487,420,0.821,0.988,0.33,0.329,0.706,0.501,0.878,233,22,0.941,0.275,0.219,0.327,0.778,0.893,0.068,0.398
29,tcp,domain_u,REJ,54897,24690,0,2,3,0,1,1,13,0,0,6,1,2,2,0,0,1,290,380,0.03,0.024,0.346,0.411,0.796,0.11,0.278,221,34,0.162,0.709,0.208,0.645,0.527,0.229,0.768,0.815
245,udp,private,S1,26539,36611,0,0,1,6,4,1,4,1,0,3,9,1,2,0,0,1,111,100,0.142,0.105,0.121,0.421,0.815,0.064,0.274,181,178,0.524,0.761,0.616,0.089,0.251,0.992,0.986,0.944
263,icmp,ftp_data,S1,46686,16307,1,2,1,19,2,0,15,0,1,10,7,2,3,0,0,1,152,59,0.788,0.151,0.533,0.841,0.548,0.793,0.663,250,12,0.26,0.296,0.117,0.67,0.31,0.545,0.19,0.9
167,icmp,private,S0,31684,43418,0,1,0,19,0,1,4,0,0,14,5,2,2,0,0,1,389,134,0.051,0.058,0.762,0.951,0.631,0.005,0.332,66,89,0.985,0.158,0.878,0.572,0.946,0.707,0.4,0.014
210,udp,private,S0,11401,39367,1,3,3,3,5,1,1,1,0,8,4,1,3,0,0,0,462,491,0.838,0.915,0.38,0.251,0.317,0.757,0.15,92,80,0.736,0.703,0.578,0.789,0.72,0.39,0.726,0.306
3,icmp,ftp_data,S1,38492,1802,1,1,0,15,1,1,8,0,1,10,0,0,2,0,0,0,437,148,0.116,0.102,0.859,0.648,0.813,0.172,0.501,241,111,0.416,0.35,0.735,0.916,0.214,0.344,0.454,0.806
375,udp,private,RSTR,57081,28474,1,1,1,2,0,1,4,0,1,7,10,0,0,0,0,0,68,46,0.147,0.004,0.945,0.606,0.881,0.063,0.59,249,147,0.004,0.281,0.069,0.093,0.01,0.978,0.269,0.429
